0.000,0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000;
0.012,3.975,-7.013,3.975,-7.013, 0.406, 0.327,-1.496,0.000,0.000,0.000, 0.094,-0.324, 2.125;
0.023,3.914,-6.950,3.914,-6.950, 0.406, 0.327,-1.496,0.000,0.000,0.000, 0.094,-0.320, 2.125;
0.046,3.797,-6.828,3.797,-6.828, 0.406, 0.327,-1.496,0.000,0.000,0.000, 0.094,-0.313, 2.125;
0.049,3.780,-6.810,3.780,-6.810, 0.406, 0.327,-1.496,0.000,0.000,0.000, 0.094,-0.312, 2.125;
0.061,3.722,-6.747,3.722,-6.747, 0.406, 0.327,-1.496,0.000,0.000,0.000, 0.094,-0.308, 2.125;
0.082,3.611,-6.626,3.611,-6.626, 0.406, 0.327,-1.496,0.000,0.000,0.000, 0.094,-0.301, 2.125;
0.095,3.548,-6.556,3.548,-6.556, 0.406, 0.327,-1.496,0.000,0.000,0.000, 0.094,-0.297, 2.125;
0.102,3.520,-6.527,3.520,-6.527, 0.406, 0.327,-1.497,0.000,0.000,-0.166, 0.093,-0.295, 2.126;
0.111,-3.723,-13.850,-3.723,-13.850, 0.407, 0.327,-1.512,0.182,0.000,-1.529, 0.091,-0.292, 2.140;
0.123,3.504,-6.485,3.504,-6.485, 0.407, 0.327,-1.512,0.000,0.000,0.000, 0.091,-0.289, 2.140;
0.134,3.446,-6.417,3.446,-6.417, 0.407, 0.327,-1.512,0.000,0.000,0.000, 0.091,-0.285, 2.140;
0.146,-2.589,-12.495,-2.589,-12.495, 0.409, 0.327,-1.527,0.149,0.000,-1.254, 0.089,-0.281, 2.155;
0.167,0.075,-9.588,0.075,-9.588, 0.411, 0.327,-1.527,0.082,0.000,0.000, 0.086,-0.275, 2.155;
0.180,3.340,-6.189,3.340,-6.189, 0.411, 0.327,-1.527,0.000,0.000,0.000, 0.086,-0.271, 2.155;
0.192,3.283,-17.971,3.283,-17.971, 0.413, 0.326,-1.527,0.146,-0.146,0.000, 0.084,-0.265, 2.155;
0.204,-2.532,-11.891,-2.532,-11.891, 0.414, 0.326,-1.541,0.141,0.000,-1.190, 0.082,-0.262, 2.170;
