0.000,0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000;
0.011,-0.677,-1.644,-0.677,-1.644,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.830, 0.114, 1.176, 0.091, 0.843, 1.571,-0.105,-0.058, 0.000;
0.023,7.117,1.081,3.725,4.473,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.830, 0.123, 1.194, 0.174, 0.897, 1.571,-0.202,-0.113, 0.000;
0.034,7.481,1.269,4.051,4.700,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.830, 0.132, 1.212, 0.245, 0.947, 1.571,-0.287,-0.163, 0.000;
0.046,7.809,1.426,4.341,4.894,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.829, 0.141, 1.230, 0.310, 0.994, 1.571,-0.366,-0.211, 0.000;
0.057,8.122,1.562,4.616,5.068,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.828, 0.150, 1.248, 0.368, 1.039, 1.571,-0.438,-0.257, 0.000;
0.068,8.416,1.675,4.872,5.219,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.827, 0.159, 1.266, 0.418, 1.081, 1.571,-0.502,-0.300, 0.000;
0.080,8.686,1.766,5.105,5.348,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.826, 0.167, 1.283, 0.463, 1.120, 1.571,-0.561,-0.341, 0.000;
0.102,8.912,1.855,5.292,5.474,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.824, 0.185, 1.319, 0.543, 1.195, 1.571,-0.668,-0.419, 0.000;
0.106,9.435,1.943,5.741,5.637,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.823, 0.188, 1.324, 0.553, 1.181, 1.571,-0.683,-0.406, 0.000;
0.117,9.395,2.000,5.689,5.706,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.822, 0.196, 1.343, 0.584, 1.136, 1.571,-0.728,-0.364, 0.000;
0.129,9.327,2.142,5.582,5.886,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.820, 0.205, 1.361, 0.613, 1.091, 1.571,-0.771,-0.322, 0.000;
0.140,9.254,2.272,5.470,6.056,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.818, 0.214, 1.379, 0.560, 1.048, 1.571,-0.731,-0.281, 0.000;
0.161,9.043,2.119,5.222,5.940,-0.330,-0.105, 0.412,0.000,0.000,0.000, 0.814, 0.230, 1.412, 0.458, 0.966, 1.571,-0.655,-0.206, 0.000;
0.173,8.708,1.783,4.817,5.675,-0.330,-0.103, 0.412,0.000,0.186,0.000, 0.812, 0.237, 1.431, 0.399, 0.919, 1.571,-0.610,-0.163, 0.000;
0.185,8.469,1.640,4.538,5.571,-0.328,-0.103, 0.418,0.197,0.000,0.514, 0.807, 0.246, 1.443, 0.344, 0.875, 1.571,-0.568,-0.122, 0.000;
0.196,8.285,1.416,4.328,5.372,-0.328,-0.103, 0.412,0.000,0.000,-0.517, 0.805, 0.254, 1.466, 0.288, 0.831, 1.571,-0.526,-0.083, 0.000;
0.208,8.097,1.234,4.091,5.240,-0.328,-0.100, 0.412,0.000,0.189,0.000, 0.802, 0.261, 1.485, 0.231, 0.785, 1.571,-0.482,-0.041, 0.000;
0.219,7.861,1.089,3.816,5.134,-0.326,-0.100, 0.418,0.197,0.000,0.513, 0.797, 0.269, 1.497, 0.175, 0.740, 1.571,-0.440,-0.001, 0.000;
0.230,7.672,0.868,3.601,4.939,-0.326,-0.098, 0.412,0.000,0.198,-0.516, 0.794, 0.275, 1.520, 0.120, 0.696, 1.571,-0.398, 0.039, 0.000;
0.241,7.452,0.724,3.331,4.844,-0.324,-0.096, 0.418,0.204,0.204,0.531, 0.788, 0.281, 1.532, 0.067, 0.652, 1.571,-0.358, 0.077, 0.000;
0.252,7.249,0.519,3.104,4.664,-0.324,-0.094, 0.412,0.000,0.199,-0.519, 0.785, 0.287, 1.555, 0.013, 0.608, 1.571,-0.316, 0.117, 0.000;
0.263,7.013,0.410,2.818,4.605,-0.321,-0.094, 0.425,0.205,0.000,1.200, 0.779, 0.295, 1.559,-0.039, 0.641, 1.571,-0.277, 0.078, 0.000;
0.285,7.048,0.186,2.845,4.389,-0.319,-0.092, 0.431,0.103,0.103,0.274, 0.770, 0.308, 1.587,-0.143, 0.553, 1.571,-0.197, 0.155, 0.000;
0.287,6.679,-0.198,2.416,4.065,-0.317,-0.089, 0.431,0.949,0.949,0.000, 0.767, 0.307, 1.591,-0.154, 0.560, 1.571,-0.188, 0.147, 0.000;
0.308,6.643,-0.228,2.372,4.042,-0.315,-0.085, 0.431,0.108,0.216,0.000, 0.757, 0.317, 1.623,-0.252, 0.476, 1.571,-0.113, 0.220, 0.000;
0.319,6.260,-0.572,1.920,3.768,-0.312,-0.083, 0.431,0.197,0.197,0.000, 0.751, 0.323, 1.641,-0.305, 0.509, 1.571,-0.073, 0.179, 0.000;
0.331,6.313,-0.807,1.936,3.570,-0.310,-0.080, 0.444,0.188,0.188,1.095, 0.744, 0.329, 1.647,-0.360, 0.544, 1.571,-0.030, 0.138, 0.000;
0.343,6.377,-1.097,1.988,3.292,-0.308,-0.078, 0.444,0.198,0.198,0.000, 0.737, 0.334, 1.664,-0.412, 0.497, 1.571, 0.010, 0.177, 0.000;
0.354,6.139,-1.204,1.713,3.222,-0.304,-0.076, 0.464,0.396,0.198,1.708, 0.728, 0.340, 1.663,-0.464, 0.529, 1.571, 0.050, 0.138, 0.000;
0.365,6.197,-1.536,1.774,2.887,-0.301,-0.071, 0.451,0.199,0.399,-1.160, 0.721, 0.343, 1.693,-0.516, 0.482, 1.571, 0.090, 0.177, 0.000;
0.376,5.969,-1.678,1.481,2.810,-0.299,-0.069, 0.464,0.200,0.200,1.164, 0.714, 0.348, 1.698,-0.566, 0.436, 1.571, 0.129, 0.217, 0.000;
0.387,5.734,-1.804,1.236,2.694,-0.295,-0.067, 0.476,0.406,0.203,1.166, 0.705, 0.353, 1.702,-0.617, 0.467, 1.571, 0.168, 0.178, 0.000;
0.398,5.788,-2.081,1.281,2.426,-0.292,-0.065, 0.476,0.202,0.202,0.000, 0.698, 0.357, 1.720,-0.667, 0.420, 1.571, 0.207, 0.217, 0.000;
0.410,5.574,-2.264,1.030,2.280,-0.288,-0.060, 0.476,0.393,0.393,0.000, 0.688, 0.360, 1.738,-0.718, 0.371, 1.571, 0.247, 0.257, 0.000;
0.431,5.318,-2.402,0.736,2.180,-0.286,-0.058, 0.489,0.105,0.105,0.598, 0.676, 0.371, 1.758,-0.664, 0.430, 1.571, 0.173, 0.183, 0.000;
0.443,5.647,-2.391,1.022,2.235,-0.281,-0.054, 0.483,0.367,0.367,-0.493, 0.665, 0.374, 1.783,-0.719, 0.378, 1.571, 0.215, 0.225, 0.000;
0.455,5.400,-2.570,0.721,2.109,-0.277,-0.051, 0.496,0.375,0.188,1.074, 0.655, 0.379, 1.789,-0.772, 0.410, 1.571, 0.257, 0.184, 0.000;
0.467,5.462,-2.864,0.771,1.827,-0.275,-0.049, 0.496,0.186,0.186,0.000, 0.646, 0.384, 1.808,-0.741, 0.358, 1.571, 0.215, 0.226, 0.000;
0.479,5.322,-2.751,0.591,1.980,-0.270,-0.045, 0.496,0.375,0.375,0.000, 0.635, 0.386, 1.827,-0.793, 0.306, 1.571, 0.257, 0.268, 0.000;
0.491,5.068,-2.960,0.297,1.810,-0.266,-0.042, 0.496,0.374,0.187,0.000, 0.624, 0.391, 1.846,-0.846, 0.338, 1.571, 0.299, 0.226, 0.000;
0.504,5.139,-3.265,0.329,1.545,-0.261,-0.038, 0.496,0.343,0.343,0.000, 0.613, 0.393, 1.866,-0.903, 0.281, 1.571, 0.345, 0.271, 0.000;
0.515,4.885,-3.445,0.032,1.409,-0.257,-0.036, 0.516,0.384,0.192,1.690, 0.602, 0.398, 1.865,-0.872, 0.311, 1.571, 0.304, 0.230, 0.000;
0.527,5.016,-3.435,0.166,1.416,-0.254,-0.033, 0.508,0.197,0.197,-0.623, 0.593, 0.401, 1.889,-0.842, 0.341, 1.571, 0.264, 0.191, 0.000;
0.538,5.187,-3.399,0.284,1.505,-0.250,-0.029, 0.516,0.380,0.380,0.601, 0.582, 0.403, 1.901,-0.893, 0.289, 1.571, 0.305, 0.232, 0.000;
0.551,4.925,-3.597,-0.003,1.331,-0.246,-0.027, 0.516,0.341,0.170,0.000, 0.569, 0.408, 1.921,-0.950, 0.322, 1.571, 0.351, 0.186, 0.000;
0.564,5.026,-3.897,0.055,1.074,-0.241,-0.025, 0.528,0.365,0.183,1.025, 0.558, 0.412, 1.928,-0.917, 0.268, 1.571, 0.309, 0.229, 0.000;
0.576,4.853,-3.783,-0.132,1.202,-0.237,-0.020, 0.528,0.363,0.363,0.000, 0.546, 0.413, 1.947,-0.969, 0.213, 1.571, 0.352, 0.272, 0.000;
0.588,4.601,-3.987,-0.426,1.039,-0.232,-0.018, 0.535,0.364,0.182,0.598, 0.533, 0.417, 1.959,-0.935, 0.244, 1.571, 0.309, 0.229, 0.000;
0.600,4.772,-3.935,-0.279,1.117,-0.228,-0.016, 0.548,0.374,0.187,1.043, 0.521, 0.420, 1.966,-0.986, 0.274, 1.571, 0.351, 0.187, 0.000;
0.612,4.837,-4.219,-0.228,0.846,-0.225,-0.013, 0.548,0.187,0.187,0.000, 0.512, 0.423, 1.984,-0.952, 0.220, 1.571, 0.308, 0.229, 0.000;
0.624,4.678,-4.107,-0.426,0.998,-0.221,-0.011, 0.548,0.388,0.194,0.000, 0.500, 0.426, 2.002,-1.001, 0.249, 1.571, 0.349, 0.189, 0.000;
0.635,4.772,-4.366,-0.371,0.777,-0.217,-0.009, 0.560,0.378,0.189,1.039, 0.487, 0.429, 2.009,-1.050, 0.195, 1.571, 0.390, 0.230, 0.000;
0.648,4.513,-4.579,-0.643,0.577,-0.212,-0.004, 0.555,0.356,0.356,-0.370, 0.475, 0.430, 2.033,-1.015, 0.138, 1.571, 0.346, 0.274, 0.000;
0.659,4.352,-4.459,-0.856,0.748,-0.208,-0.002, 0.568,0.405,0.202,1.120, 0.463, 0.432, 2.038,-1.060, 0.166, 1.571, 0.385, 0.235, 0.000;
0.670,4.394,-4.733,-0.825,0.486,-0.205,-0.000, 0.560,0.203,0.203,-0.701, 0.453, 0.434, 2.063,-1.028, 0.192, 1.571, 0.346, 0.197, 0.000;
0.681,4.581,-4.665,-0.690,0.606,-0.201, 0.002, 0.580,0.409,0.204,1.821, 0.441, 0.436, 2.060,-1.073, 0.142, 1.571, 0.384, 0.235, 0.000;
0.692,4.340,-4.851,-0.926,0.414,-0.196, 0.004, 0.580,0.405,0.202,0.000, 0.429, 0.438, 2.078,-1.041, 0.169, 1.571, 0.346, 0.196, 0.000;
0.703,4.516,-4.790,-0.786,0.513,-0.192, 0.007, 0.600,0.407,0.203,1.828, 0.417, 0.440, 2.075,-1.086, 0.119, 1.571, 0.384, 0.235, 0.000;
0.724,4.268,-4.953,-1.028,0.344,-0.190, 0.009, 0.600,0.106,0.106,0.000, 0.400, 0.445, 2.108,-1.022, 0.169, 1.571, 0.310, 0.161, 0.000;
0.735,4.521,-4.902,-0.846,0.464,-0.185, 0.013, 0.588,0.398,0.398,-1.074, 0.387, 0.444, 2.138,-0.989, 0.117, 1.571, 0.270, 0.200, 0.000;
0.747,4.399,-4.781,-1.031,0.648,-0.181, 0.013, 0.612,0.386,0.000,2.069, 0.375, 0.448, 2.132,-1.035, 0.145, 1.571, 0.311, 0.160, 0.000;
0.758,4.462,-5.042,-0.955,0.375,-0.176, 0.018, 0.608,0.394,0.394,-0.316, 0.362, 0.446, 2.153,-1.080, 0.092, 1.571, 0.351, 0.200, 0.000;
0.770,4.221,-5.257,-1.242,0.205,-0.174, 0.020, 0.608,0.187,0.187,0.000, 0.351, 0.448, 2.172,-1.043, 0.036, 1.571, 0.309, 0.241, 0.000;
0.782,4.070,-5.130,-1.432,0.372,-0.170, 0.022, 0.620,0.385,0.193,1.030, 0.338, 0.449, 2.178,-1.089, 0.064, 1.571, 0.349, 0.201, 0.000;
0.794,4.169,-5.373,-1.347,0.142,-0.167, 0.022, 0.632,0.186,0.000,0.977, 0.327, 0.452, 2.185,-1.051, 0.092, 1.571, 0.307, 0.158, 0.000;
0.804,4.342,-5.288,-1.189,0.242,-0.163, 0.025, 0.644,0.412,0.206,1.065, 0.314, 0.452, 2.191,-1.094, 0.041, 1.571, 0.345, 0.196, 0.000;
0.815,4.138,-5.477,-1.404,0.066,-0.158, 0.027, 0.652,0.407,0.204,0.791, 0.302, 0.452, 2.199,-1.136, 0.067, 1.571, 0.384, 0.158, 0.000;
0.826,4.209,-5.723,-1.352,-0.162,-0.156, 0.029, 0.652,0.202,0.202,0.000, 0.291, 0.453, 2.217,-1.101, 0.015, 1.571, 0.344, 0.197, 0.000;
0.837,4.057,-5.612,-1.540,-0.015,-0.152, 0.031, 0.661,0.406,0.203,0.808, 0.278, 0.453, 2.225,-1.143, 0.040, 1.571, 0.383, 0.158, 0.000;
