t, u1,u2,u3,u4,x,y,theta,xp,yp,thetap,xt,yt,thetat,xtp,ytp,theatp,xgp,ygp,thetagp,xd,yd,thetad,xpd,ypd,thetaph,xppd,yppd,thetappd;
3.997,4.808,-8.604,-0.645,-3.151,-0.326, 0.406, 2.176,-0.185,-0.185,0.000,-0.078,-0.112, 1.906, 0.139, 0.066,-0.423,-0.324,-0.320, 1.051,-0.404, 0.295, 4.082,-0.185,-0.254, 0.628, 0.080,-0.058, 0.000;
4.010,3.976,-7.284,-1.635,-1.672,-0.328, 0.404, 2.198,-0.176,-0.176,1.738,-0.078,-0.113, 1.892, 0.013,-0.063,-0.551,-0.196,-0.192, 1.179,-0.406, 0.291, 4.090,-0.183,-0.255, 0.628, 0.080,-0.058, 0.000;
4.022,4.933,-8.727,-0.497,-3.296,-0.330, 0.402, 2.198,-0.179,-0.179,0.000,-0.078,-0.114, 1.900, 0.140, 0.061,-0.419,-0.321,-0.317, 1.047,-0.409, 0.288, 4.098,-0.181,-0.257, 0.628, 0.081,-0.057, 0.000;
4.034,4.099,-7.371,-1.497,-1.776,-0.330, 0.400, 2.233,0.000,-0.188,2.933,-0.080,-0.114, 1.872, 0.021,-0.060,-0.544,-0.201,-0.198, 1.173,-0.411, 0.285, 4.106,-0.179,-0.258, 0.628, 0.081,-0.056, 0.000;
4.046,5.174,-8.641,-0.202,-3.266,-0.333, 0.397, 2.243,-0.182,-0.182,0.801,-0.080,-0.115, 1.870, 0.146, 0.061,-0.669,-0.323,-0.321, 1.297,-0.413, 0.282, 4.113,-0.177,-0.259, 0.628, 0.082,-0.056, 0.000;
4.059,4.089,-7.218,-1.148,-1.981,-0.335, 0.395, 2.266,-0.178,-0.178,1.796,-0.080,-0.116, 1.856, 0.022,-0.066,-0.798,-0.197,-0.194, 1.426,-0.415, 0.279, 4.121,-0.175,-0.261, 0.628, 0.082,-0.055, 0.000;
4.071,5.133,-8.560,0.080,-3.507,-0.335, 0.391, 2.268,0.000,-0.383,0.172,-0.082,-0.115, 1.861,-0.093, 0.050,-0.676,-0.080,-0.312, 1.304,-0.417, 0.276, 4.128,-0.173,-0.262, 0.628, 0.082,-0.054, 0.000;
4.082,6.670,-7.421,1.470,-2.221,-0.337, 0.388, 2.290,-0.188,-0.188,1.861,-0.082,-0.116, 1.846, 0.028,-0.071,-0.795,-0.200,-0.193, 1.423,-0.419, 0.273, 4.136,-0.171,-0.263, 0.628, 0.083,-0.054, 0.000;
4.095,5.330,-8.479,0.303,-3.451,-0.339, 0.386, 2.300,-0.182,-0.182,0.851,-0.082,-0.117, 1.844,-0.093, 0.051,-0.669,-0.076,-0.316, 1.297,-0.421, 0.269, 4.144,-0.169,-0.265, 0.628, 0.083,-0.053, 0.000;
4.107,6.679,-7.419,1.527,-2.268,-0.339, 0.382, 2.301,0.000,-0.360,0.099,-0.084,-0.116, 1.850,-0.215, 0.174,-0.536, 0.048,-0.440, 1.165,-0.423, 0.266, 4.151,-0.167,-0.266, 0.628, 0.084,-0.053, 0.000;
4.120,8.229,-6.163,2.916,-0.849,-0.341, 0.379, 2.323,-0.180,-0.180,1.771,-0.084,-0.117, 1.836,-0.088, 0.047,-0.411,-0.077,-0.315, 1.039,-0.425, 0.263, 4.159,-0.165,-0.267, 0.628, 0.084,-0.052, 0.000;
4.132,7.042,-7.390,1.641,-1.989,-0.341, 0.377, 2.345,0.000,-0.181,1.777,-0.086,-0.118, 1.822,-0.210,-0.078,-0.539, 0.047,-0.191, 1.167,-0.427, 0.259, 4.167,-0.163,-0.269, 0.628, 0.084,-0.051, 0.000;
4.144,8.325,-8.561,3.104,-3.340,-0.344, 0.375, 2.356,-0.191,-0.191,0.943,-0.086,-0.119, 1.818,-0.090, 0.038,-0.655,-0.071,-0.308, 1.284,-0.429, 0.256, 4.174,-0.161,-0.270, 0.628, 0.085,-0.051, 0.000;
4.155,7.133,-7.267,2.047,-2.182,-0.344, 0.371, 2.378,0.000,-0.385,1.875,-0.087,-0.117, 1.804,-0.205, 0.153,-0.775, 0.046,-0.424, 1.403,-0.431, 0.253, 4.182,-0.159,-0.271, 0.628, 0.085,-0.050, 0.000;
4.167,8.294,-5.869,3.381,-0.956,-0.346, 0.368, 2.389,-0.182,-0.182,0.913,-0.087,-0.118, 1.800,-0.078, 0.027,-0.651,-0.079,-0.299, 1.280,-0.433, 0.250, 4.189,-0.157,-0.272, 0.628, 0.085,-0.049, 0.000;
4.180,7.107,-7.286,2.074,-2.253,-0.348, 0.364, 2.389,-0.179,-0.358,0.000,-0.087,-0.117, 1.808, 0.049, 0.152,-0.518,-0.204,-0.425, 1.147,-0.435, 0.246, 4.197,-0.155,-0.273, 0.628, 0.086,-0.049, 0.000;
4.192,5.928,-6.039,0.730,-0.840,-0.348, 0.362, 2.411,0.000,-0.183,1.795,-0.089,-0.119, 1.794,-0.072, 0.026,-0.395,-0.081,-0.301, 1.023,-0.437, 0.243, 4.205,-0.153,-0.275, 0.628, 0.086,-0.048, 0.000;
4.204,7.346,-7.319,2.062,-2.035,-0.350, 0.357, 2.411,-0.187,-0.373,0.000,-0.088,-0.117, 1.801, 0.051, 0.146,-0.269,-0.201,-0.421, 0.897,-0.439, 0.240, 4.212,-0.151,-0.276, 0.628, 0.087,-0.047, 0.000;
4.216,6.177,-6.140,0.735,-0.698,-0.353, 0.355, 2.433,-0.182,-0.182,1.789,-0.088,-0.119, 1.787,-0.070, 0.020,-0.393,-0.078,-0.297, 1.021,-0.441, 0.236, 4.220,-0.149,-0.277, 0.628, 0.087,-0.047, 0.000;
4.229,7.386,-7.267,2.120,-2.002,-0.355, 0.350, 2.433,-0.178,-0.357,0.000,-0.088,-0.118, 1.795, 0.058, 0.145,-0.262,-0.204,-0.423, 0.890,-0.442, 0.233, 4.228,-0.146,-0.278, 0.628, 0.087,-0.046, 0.000;
4.242,6.135,-6.077,0.706,-0.649,-0.355, 0.348, 2.455,0.000,-0.168,1.644,-0.089,-0.119, 1.781,-0.074, 0.009,-0.397,-0.070,-0.288, 1.025,-0.444, 0.229, 4.236,-0.144,-0.279, 0.628, 0.088,-0.045, 0.000;
4.255,7.592,-7.271,2.349,-2.029,-0.359, 0.344, 2.455,-0.355,-0.355,0.000,-0.087,-0.118, 1.789, 0.056, 0.135,-0.265,-0.198,-0.415, 0.894,-0.446, 0.226, 4.244,-0.142,-0.280, 0.628, 0.088,-0.045, 0.000;
4.267,6.123,-6.194,0.715,-0.786,-0.362, 0.339, 2.455,-0.181,-0.362,0.000,-0.086,-0.117, 1.797,-0.065, 0.009,-0.133,-0.074,-0.291, 0.761,-0.448, 0.222, 4.252,-0.140,-0.281, 0.628, 0.088,-0.044, 0.000;
4.270,7.580,-7.314,2.007,-1.742,-0.364, 0.337, 2.467,-0.700,-0.700,3.788,-0.085,-0.116, 1.787,-0.033,-0.023,-0.100,-0.106,-0.259, 0.728,-0.448, 0.221, 4.254,-0.139,-0.282, 0.628, 0.089,-0.044, 0.000;
4.281,7.206,-7.625,1.630,-2.050,-0.366, 0.333, 2.467,-0.206,-0.412,0.000,-0.084,-0.114, 1.794, 0.079, 0.086, 0.012,-0.216,-0.369, 0.616,-0.450, 0.218, 4.261,-0.137,-0.283, 0.628, 0.089,-0.043, 0.000;
4.303,6.033,-6.637,0.317,-0.921,-0.368, 0.328, 2.476,-0.103,-0.205,0.443,-0.085,-0.116, 1.798,-0.135, 0.302, 0.232, 0.002,-0.586, 0.396,-0.453, 0.212, 4.274,-0.133,-0.284, 0.628, 0.089,-0.042, 0.000;
4.315,8.065,-4.459,2.103,1.502,-0.373, 0.324, 2.467,-0.380,-0.380,-0.821,-0.082,-0.115, 1.815,-0.014, 0.181, 0.359,-0.117,-0.467, 0.269,-0.454, 0.209, 4.282,-0.131,-0.285, 0.628, 0.090,-0.041, 0.000;
4.327,6.973,-5.823,0.823,0.327,-0.375, 0.321, 2.476,-0.179,-0.179,0.773,-0.081,-0.116, 1.813, 0.113, 0.054, 0.487,-0.242,-0.341, 0.141,-0.456, 0.205, 4.290,-0.129,-0.286, 0.628, 0.090,-0.041, 0.000;
4.340,5.940,-7.348,-0.340,-1.068,-0.377, 0.317, 2.486,-0.171,-0.342,0.721,-0.080,-0.116, 1.812,-0.016, 0.184, 0.354,-0.111,-0.472, 0.274,-0.458, 0.201, 4.298,-0.127,-0.288, 0.628, 0.090,-0.040, 0.000;
4.343,6.929,-5.815,0.793,0.320,-0.382, 0.312, 2.476,-1.507,-1.507,-3.177,-0.076,-0.112, 1.823, 0.015, 0.154, 0.385,-0.141,-0.442, 0.243,-0.458, 0.201, 4.300,-0.126,-0.288, 0.628, 0.090,-0.040, 0.000;
4.365,6.526,-6.021,0.322,0.183,-0.384, 0.308, 2.486,-0.103,-0.206,0.434,-0.077,-0.114, 1.827, 0.239, 0.371, 0.602,-0.361,-0.660, 0.026,-0.461, 0.194, 4.313,-0.122,-0.289, 0.628, 0.091,-0.038, 0.000;
4.370,4.159,-4.340,-2.288,2.108,-0.388, 0.306, 2.489,-0.915,-0.457,0.584,-0.073,-0.113, 1.828, 0.190, 0.319, 0.651,-0.311,-0.609,-0.023,-0.461, 0.193, 4.316,-0.121,-0.290, 0.628, 0.091,-0.038, 0.000;
4.379,4.569,-4.808,-1.931,1.692,-0.391, 0.301, 2.486,-0.241,-0.482,-0.308,-0.072,-0.111, 1.836, 0.098, 0.223, 0.745,-0.218,-0.514,-0.116,-0.462, 0.190, 4.322,-0.120,-0.291, 0.628, 0.091,-0.038, 0.000;
4.401,5.615,-5.639,-1.012,0.988,-0.395, 0.297, 2.486,-0.203,-0.203,0.000,-0.070,-0.113, 1.850, 0.325,-0.000, 0.965,-0.440,-0.292,-0.336,-0.465, 0.184, 4.336,-0.116,-0.292, 0.628, 0.092,-0.036, 0.000;
4.413,3.664,-8.401,-3.240,-1.497,-0.400, 0.292, 2.476,-0.364,-0.364,-0.767,-0.067,-0.112, 1.867, 0.201,-0.124, 1.090,-0.314,-0.169,-0.462,-0.466, 0.180, 4.344,-0.113,-0.293, 0.628, 0.092,-0.036, 0.000;
4.417,5.010,-9.563,-2.081,-2.472,-0.404, 0.288, 2.476,-1.254,-1.254,0.000,-0.063,-0.109, 1.869, 0.237,-0.088, 1.054,-0.350,-0.205,-0.426,-0.467, 0.179, 4.346,-0.113,-0.293, 0.628, 0.092,-0.035, 0.000;
4.428,4.516,-9.087,-2.544,-2.027,-0.406, 0.286, 2.498,-0.200,-0.200,1.931,-0.062,-0.110, 1.855, 0.351, 0.024, 0.931,-0.462,-0.318,-0.302,-0.468, 0.176, 4.353,-0.111,-0.294, 0.628, 0.092,-0.035, 0.000;
4.450,3.045,-8.085,-3.838,-1.202,-0.411, 0.281, 2.489,-0.205,-0.205,-0.429,-0.060,-0.112, 1.878, 0.137, 0.241, 0.703,-0.243,-0.536,-0.074,-0.470, 0.169, 4.367,-0.106,-0.296, 0.628, 0.093,-0.033, 0.000;
4.462,4.712,-5.662,-2.002,1.053,-0.415, 0.277, 2.476,-0.356,-0.356,-0.979,-0.057,-0.111, 1.898, 0.013, 0.112, 0.831,-0.118,-0.408,-0.202,-0.472, 0.166, 4.374,-0.104,-0.296, 0.628, 0.093,-0.033, 0.000;
4.466,6.063,-6.884,-0.852,0.031,-0.420, 0.272, 2.476,-1.187,-1.187,0.000,-0.052,-0.108, 1.900, 0.052, 0.074, 0.868,-0.156,-0.371,-0.240,-0.472, 0.165, 4.377,-0.103,-0.297, 0.628, 0.093,-0.033, 0.000;
4.477,5.586,-7.191,-1.376,-0.229,-0.422, 0.268, 2.486,-0.204,-0.409,0.862,-0.051,-0.106, 1.898, 0.165, 0.184, 0.755,-0.266,-0.481,-0.126,-0.473, 0.161, 4.384,-0.101,-0.297, 0.628, 0.093,-0.032, 0.000;
4.499,4.196,-6.127,-2.637,0.706,-0.426, 0.266, 2.486,-0.204,-0.102,0.000,-0.049,-0.111, 1.911, 0.388,-0.039, 0.530,-0.486,-0.260, 0.098,-0.475, 0.155, 4.397,-0.097,-0.299, 0.628, 0.094,-0.031, 0.000;
4.511,2.080,-8.745,-4.558,-2.106,-0.431, 0.261, 2.486,-0.362,-0.362,0.000,-0.046,-0.110, 1.919, 0.264, 0.084, 0.406,-0.359,-0.384, 0.222,-0.477, 0.151, 4.405,-0.095,-0.299, 0.628, 0.094,-0.030, 0.000;
4.523,2.997,-7.287,-3.535,-0.755,-0.433, 0.257, 2.495,-0.191,-0.383,0.787,-0.045,-0.109, 1.917, 0.149,-0.034, 0.286,-0.242,-0.266, 0.342,-0.478, 0.148, 4.412,-0.093,-0.300, 0.628, 0.094,-0.029, 0.000;
4.526,4.209,-8.198,-2.190,-1.799,-0.437, 0.254, 2.498,-1.256,-0.628,0.848,-0.041,-0.108, 1.917, 0.186,-0.069, 0.251,-0.278,-0.231, 0.378,-0.478, 0.147, 4.415,-0.092,-0.300, 0.628, 0.094,-0.029, 0.000;
4.548,3.739,-8.556,-2.620,-2.197,-0.440, 0.250, 2.507,-0.101,-0.202,0.412,-0.040,-0.110, 1.921, 0.413, 0.154, 0.021,-0.501,-0.456, 0.608,-0.480, 0.140, 4.429,-0.088,-0.302, 0.628, 0.095,-0.028, 0.000;
4.560,0.942,-6.609,-5.189,-0.479,-0.444, 0.246, 2.486,-0.373,-0.373,-1.781,-0.037,-0.109, 1.950, 0.292, 0.030, 0.156,-0.378,-0.332, 0.473,-0.481, 0.136, 4.436,-0.086,-0.302, 0.628, 0.095,-0.027, 0.000;
4.572,2.380,-7.809,-3.985,-1.444,-0.446, 0.243, 2.507,-0.187,-0.187,1.788,-0.036,-0.110, 1.936, 0.174,-0.091, 0.278,-0.257,-0.212, 0.351,-0.482, 0.133, 4.444,-0.083,-0.303, 0.628, 0.095,-0.026, 0.000;
4.585,3.744,-8.945,-2.707,-2.494,-0.451, 0.239, 2.507,-0.355,-0.355,0.000,-0.032,-0.110, 1.944, 0.303, 0.035, 0.407,-0.384,-0.339, 0.221,-0.483, 0.129, 4.451,-0.081,-0.304, 0.628, 0.095,-0.025, 0.000;
4.589,2.251,-7.968,-4.362,-1.355,-0.453, 0.237, 2.520,-0.568,-0.568,3.144,-0.030,-0.109, 1.934, 0.264,-0.005, 0.367,-0.344,-0.299, 0.262,-0.483, 0.128, 4.454,-0.080,-0.304, 0.628, 0.095,-0.025, 0.000;
4.599,2.623,-8.239,-3.916,-1.700,-0.455, 0.232, 2.528,-0.208,-0.416,0.822,-0.029,-0.108, 1.932, 0.158, 0.103, 0.254,-0.236,-0.407, 0.374,-0.484, 0.125, 4.461,-0.078,-0.304, 0.628, 0.096,-0.025, 0.000;
4.621,3.324,-6.881,-3.088,-0.469,-0.460, 0.228, 2.520,-0.206,-0.206,-0.408,-0.026,-0.110, 1.955, 0.381,-0.115, 0.475,-0.455,-0.190, 0.153,-0.486, 0.118, 4.474,-0.074,-0.305, 0.628, 0.096,-0.023, 0.000;
4.633,1.511,-9.680,-5.207,-2.962,-0.462, 0.223, 2.520,-0.190,-0.379,0.000,-0.025,-0.109, 1.962, 0.261,-0.234, 0.595,-0.333,-0.072, 0.033,-0.487, 0.114, 4.482,-0.072,-0.306, 0.628, 0.096,-0.023, 0.000;
4.644,3.063,-10.720,-3.806,-3.852,-0.464, 0.221, 2.541,-0.192,-0.192,1.831,-0.023,-0.110, 1.948, 0.145,-0.117, 0.470,-0.215,-0.190, 0.158,-0.488, 0.111, 4.489,-0.070,-0.306, 0.628, 0.096,-0.022, 0.000;
4.656,3.855,-9.326,-2.837,-2.635,-0.466, 0.217, 2.541,-0.188,-0.376,0.000,-0.022,-0.109, 1.956, 0.267, 0.002, 0.347,-0.334,-0.309, 0.282,-0.488, 0.107, 4.496,-0.067,-0.307, 0.628, 0.096,-0.021, 0.000;
4.669,2.313,-8.294,-4.272,-1.710,-0.469, 0.212, 2.541,-0.178,-0.356,0.000,-0.020,-0.109, 1.963, 0.143, 0.127, 0.220,-0.208,-0.434, 0.408,-0.489, 0.103, 4.504,-0.065,-0.307, 0.628, 0.097,-0.020, 0.000;
4.681,3.293,-6.757,-3.183,-0.282,-0.469, 0.210, 2.570,0.000,-0.182,2.391,-0.021,-0.110, 1.942, 0.021, 0.002, 0.085,-0.084,-0.310, 0.544,-0.490, 0.099, 4.512,-0.063,-0.308, 0.628, 0.097,-0.020, 0.000;
4.693,4.696,-7.675,-1.567,-1.412,-0.471, 0.205, 2.570,-0.194,-0.388,0.000,-0.020,-0.109, 1.949, 0.140, 0.118,-0.035,-0.200,-0.426, 0.663,-0.491, 0.096, 4.519,-0.060,-0.308, 0.628, 0.097,-0.019, 0.000;
4.704,3.204,-6.713,-2.955,-0.553,-0.473, 0.201, 2.583,-0.192,-0.383,1.094,-0.018,-0.109, 1.944, 0.025, 0.000,-0.157,-0.083,-0.309, 0.785,-0.491, 0.092, 4.527,-0.058,-0.309, 0.628, 0.097,-0.018, 0.000;
4.716,4.451,-7.512,-1.563,-1.498,-0.475, 0.196, 2.583,-0.187,-0.374,0.000,-0.017,-0.108, 1.951, 0.148, 0.120,-0.036,-0.203,-0.429, 0.664,-0.492, 0.089, 4.534,-0.056,-0.309, 0.628, 0.097,-0.018, 0.000;
4.729,3.053,-6.673,-3.112,-0.507,-0.475, 0.194, 2.604,0.000,-0.171,1.587,-0.017,-0.110, 1.939, 0.018,-0.013,-0.173,-0.071,-0.296, 0.801,-0.493, 0.085, 4.542,-0.053,-0.310, 0.628, 0.097,-0.017, 0.000;
4.741,4.704,-7.594,-1.276,-1.614,-0.475, 0.190, 2.624,0.000,-0.385,1.774,-0.018,-0.109, 1.925, 0.136, 0.103,-0.296,-0.187,-0.413, 0.925,-0.493, 0.081, 4.550,-0.051,-0.310, 0.628, 0.097,-0.016, 0.000;
4.753,3.145,-6.651,-2.662,-0.844,-0.478, 0.185, 2.617,-0.186,-0.371,-0.624,-0.016,-0.108, 1.940, 0.259,-0.018,-0.172,-0.307,-0.292, 0.800,-0.494, 0.077, 4.557,-0.049,-0.310, 0.628, 0.098,-0.015, 0.000;
4.765,2.452,-8.249,-3.534,-2.262,-0.478, 0.183, 2.651,0.000,-0.185,2.806,-0.017,-0.109, 1.914, 0.138,-0.140,-0.303,-0.184,-0.171, 0.931,-0.495, 0.074, 4.565,-0.046,-0.311, 0.628, 0.098,-0.015, 0.000;
4.777,3.947,-9.006,-1.817,-3.242,-0.478, 0.179, 2.658,0.000,-0.359,0.569,-0.017,-0.109, 1.915, 0.015,-0.015,-0.432,-0.059,-0.296, 1.060,-0.495, 0.070, 4.573,-0.044,-0.311, 0.628, 0.098,-0.014, 0.000;
4.789,4.791,-7.293,-0.839,-1.663,-0.478, 0.174, 2.678,0.000,-0.391,1.763,-0.018,-0.108, 1.902, 0.132,-0.129,-0.551,-0.173,-0.182, 1.180,-0.496, 0.066, 4.580,-0.042,-0.311, 0.628, 0.098,-0.013, 0.000;
4.802,3.965,-8.632,-1.497,-3.170,-0.478, 0.170, 2.678,0.000,-0.352,0.000,-0.018,-0.107, 1.910, 0.007,-0.002,-0.421,-0.046,-0.310, 1.049,-0.496, 0.062, 4.588,-0.039,-0.312, 0.628, 0.098,-0.012, 0.000;
4.814,4.908,-7.037,-0.717,-1.411,-0.480, 0.165, 2.691,-0.180,-0.360,1.083,-0.017,-0.107, 1.904, 0.134,-0.126,-0.295,-0.171,-0.186, 0.924,-0.497, 0.058, 4.596,-0.037,-0.312, 0.628, 0.098,-0.012, 0.000;
4.826,4.161,-8.686,-1.579,-2.946,-0.480, 0.163, 2.705,0.000,-0.188,1.144,-0.017,-0.108, 1.898, 0.016,-0.245,-0.415,-0.051,-0.067, 1.043,-0.497, 0.055, 4.603,-0.034,-0.312, 0.628, 0.098,-0.011, 0.000;
4.838,5.786,-9.330,0.191,-3.736,-0.480, 0.158, 2.725,0.000,-0.376,1.679,-0.018,-0.108, 1.886, 0.138,-0.125,-0.537,-0.169,-0.187, 1.166,-0.497, 0.051, 4.610,-0.032,-0.313, 0.628, 0.098,-0.010, 0.000;
4.850,4.130,-8.522,-1.295,-3.097,-0.480, 0.154, 2.725,0.000,-0.376,0.000,-0.018,-0.107, 1.893, 0.020,-0.006,-0.414,-0.050,-0.306, 1.042,-0.498, 0.047, 4.618,-0.030,-0.313, 0.628, 0.098,-0.009, 0.000;
4.861,5.019,-6.943,-0.560,-1.364,-0.480, 0.152, 2.758,0.000,-0.194,2.906,-0.018,-0.108, 1.867, 0.138,-0.123,-0.536,-0.165,-0.190, 1.165,-0.498, 0.044, 4.625,-0.027,-0.313, 0.628, 0.098,-0.009, 0.000;
4.872,4.349,-8.417,-1.017,-3.051,-0.478, 0.147, 2.764,0.198,-0.395,0.489,-0.021,-0.107, 1.868, 0.025,-0.008,-0.650,-0.050,-0.305, 1.278,-0.498, 0.040, 4.632,-0.025,-0.313, 0.628, 0.098,-0.008, 0.000;
4.884,5.018,-6.739,-0.233,-1.488,-0.478, 0.143, 2.778,0.000,-0.393,1.214,-0.021,-0.106, 1.862,-0.086, 0.105,-0.764, 0.063,-0.419, 1.392,-0.499, 0.036, 4.639,-0.023,-0.313, 0.628, 0.098,-0.007, 0.000;
4.895,5.498,-5.121,0.389,-0.012,-0.478, 0.138, 2.778,0.000,-0.382,0.000,-0.021,-0.106, 1.869, 0.033,-0.012,-0.640,-0.054,-0.301, 1.268,-0.499, 0.033, 4.647,-0.021,-0.313, 0.628, 0.098,-0.006, 0.000;
4.908,5.013,-6.700,-0.251,-1.436,-0.478, 0.134, 2.792,0.000,-0.358,1.119,-0.022,-0.105, 1.863,-0.089, 0.113,-0.510, 0.071,-0.426, 1.139,-0.499, 0.029, 4.655,-0.018,-0.314, 0.628, 0.099,-0.006, 0.000;
4.919,5.725,-4.985,0.343,0.398,-0.478, 0.132, 2.820,0.000,-0.198,2.505,-0.022,-0.106, 1.842, 0.026,-0.002,-0.627,-0.042,-0.312, 1.255,-0.499, 0.025, 4.662,-0.016,-0.314, 0.628, 0.099,-0.005, 0.000;
4.931,5.154,-6.480,-0.037,-1.289,-0.478, 0.127, 2.825,0.000,-0.383,0.403,-0.022,-0.105, 1.844,-0.088, 0.115,-0.508, 0.075,-0.429, 1.137,-0.500, 0.022, 4.669,-0.014,-0.314, 0.628, 0.099,-0.004, 0.000;
4.943,5.752,-4.879,0.427,0.446,-0.475, 0.123, 2.843,0.190,-0.380,1.581,-0.024,-0.105, 1.833,-0.204,-0.003,-0.627, 0.192,-0.311, 1.256,-0.500, 0.018, 4.676,-0.011,-0.314, 0.628, 0.099,-0.004, 0.000;
4.954,7.369,-5.160,2.205,0.003,-0.475, 0.118, 2.857,0.000,-0.386,1.219,-0.024,-0.104, 1.826,-0.084, 0.113,-0.743, 0.075,-0.427, 1.372,-0.500, 0.014, 4.684,-0.009,-0.314, 0.628, 0.099,-0.003, 0.000;
4.976,5.663,-4.600,0.644,0.418,-0.475, 0.114, 2.857,0.000,-0.201,0.000,-0.025,-0.106, 1.840, 0.143,-0.110,-0.507,-0.147,-0.204, 1.135,-0.500, 0.007, 4.698,-0.005,-0.314, 0.628, 0.099,-0.001, 0.000;
4.983,5.113,-7.842,-0.201,-2.529,-0.473, 0.112, 2.889,0.354,-0.354,5.119,-0.027,-0.106, 1.812, 0.080,-0.174,-0.570,-0.084,-0.140, 1.199,-0.500, 0.005, 4.702,-0.003,-0.314, 0.628, 0.099,-0.001, 0.000;
4.993,6.057,-7.888,0.900,-2.732,-0.473, 0.107, 2.904,0.000,-0.455,1.455,-0.027,-0.105, 1.804,-0.016,-0.075,-0.671, 0.015,-0.240, 1.299,-0.500, 0.002, 4.708,-0.001,-0.314, 0.628, 0.099,-0.000, 0.000;
5.004,6.255,-6.421,1.231,-1.397,-0.473, 0.103, 2.900,0.000,-0.393,-0.310,-0.027,-0.104, 1.815, 0.100, 0.040,-0.552,-0.099,-0.354, 1.180,-0.500,-0.001, 4.715, 0.001,-0.314, 0.628, 0.099, 0.000, 0.000;
5.015,4.776,-6.047,-0.409,-0.862,-0.471, 0.098, 2.918,0.193,-0.387,1.549,-0.029,-0.103, 1.804,-0.015,-0.076,-0.435, 0.018,-0.239, 1.063,-0.500,-0.005, 4.722, 0.003,-0.314, 0.628, 0.099, 0.001, 0.000;
5.038,6.536,-6.321,1.261,-1.047,-0.471, 0.094, 2.933,0.000,-0.200,0.649,-0.029,-0.106, 1.803, 0.213, 0.149,-0.658,-0.206,-0.463, 1.287,-0.500,-0.012, 4.736, 0.007,-0.314, 0.628, 0.099, 0.002, 0.000;
5.042,3.312,-5.652,-1.723,-0.616,-0.471, 0.089, 2.933,0.000,-1.161,0.000,-0.029,-0.102, 1.806, 0.175, 0.109,-0.616,-0.167,-0.423, 1.244,-0.500,-0.013, 4.738, 0.008,-0.314, 0.628, 0.099, 0.003, 0.000;
5.052,3.856,-5.661,-1.233,-0.572,-0.469, 0.085, 2.950,0.206,-0.412,1.602,-0.031,-0.101, 1.795, 0.066, 0.000,-0.503,-0.056,-0.314, 1.131,-0.500,-0.016, 4.745, 0.010,-0.314, 0.628, 0.099, 0.003, 0.000;
5.074,5.518,-5.870,0.343,-0.695,-0.469, 0.080, 2.964,0.000,-0.203,0.657,-0.031,-0.104, 1.795,-0.150, 0.222,-0.280, 0.164,-0.536, 0.908,-0.499,-0.023, 4.759, 0.015,-0.314, 0.628, 0.099, 0.005, 0.000;
5.078,6.196,-3.012,0.786,2.398,-0.469, 0.076, 2.962,0.000,-1.288,-0.758,-0.031,-0.100, 1.800,-0.114, 0.186,-0.241, 0.129,-0.500, 0.870,-0.499,-0.024, 4.761, 0.015,-0.314, 0.628, 0.099, 0.005, 0.000;
5.089,6.060,-3.357,0.595,2.108,-0.466, 0.071, 2.981,0.204,-0.408,1.779,-0.033,-0.099, 1.787,-0.221, 0.075,-0.130, 0.239,-0.389, 0.758,-0.499,-0.028, 4.768, 0.018,-0.314, 0.628, 0.099, 0.006, 0.000;
5.110,7.676,-3.588,2.132,1.955,-0.466, 0.067, 2.979,0.000,-0.207,-0.109,-0.032,-0.102, 1.803, 0.001, 0.292, 0.098, 0.020,-0.606, 0.530,-0.499,-0.035, 4.782, 0.022,-0.313, 0.628, 0.098, 0.007, 0.000;
5.124,4.768,-3.331,-1.067,2.505,-0.466, 0.062, 2.993,0.000,-0.332,1.082,-0.032,-0.101, 1.797,-0.131, 0.154, 0.234, 0.156,-0.467, 0.394,-0.498,-0.039, 4.790, 0.024,-0.313, 0.628, 0.098, 0.008, 0.000;
5.135,6.733,-3.659,0.773,2.302,-0.466, 0.058, 3.010,0.000,-0.389,1.444,-0.032,-0.100, 1.787,-0.013, 0.038, 0.114, 0.040,-0.351, 0.514,-0.498,-0.042, 4.797, 0.027,-0.313, 0.628, 0.098, 0.008, 0.000;
5.138,6.349,-5.259,0.545,0.545,-0.466, 0.051, 2.996,0.000,-2.937,-6.327,-0.032,-0.095, 1.803,-0.035, 0.061, 0.139, 0.062,-0.374, 0.490,-0.498,-0.043, 4.799, 0.027,-0.313, 0.628, 0.098, 0.009, 0.000;
5.159,6.297,-4.719,0.418,1.161,-0.466, 0.047, 3.010,0.000,-0.208,0.671,-0.031,-0.097, 1.802, 0.184, 0.282,-0.077,-0.153,-0.594, 0.705,-0.498,-0.050, 4.812, 0.031,-0.313, 0.628, 0.098, 0.010, 0.000;
5.171,3.129,-4.272,-2.520,1.377,-0.466, 0.042, 3.024,0.000,-0.374,1.214,-0.031,-0.096, 1.795, 0.067, 0.158,-0.197,-0.033,-0.470, 0.826,-0.497,-0.054, 4.820, 0.034,-0.312, 0.628, 0.098, 0.011, 0.000;
