0.000,0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000;
0.011,0.252,4.022,0.252,4.022, 0.167,-0.065, 0.074,0.000,0.000,0.000, 0.333, 0.068, 1.503,-0.103, 0.387, 0.478, 0.100,-0.073, 0.150, 0.500, 0.004, 1.578,-0.002, 0.314, 0.628,-0.099,-0.001, 0.000;
0.022,11.639,9.580,8.148,13.071, 0.167,-0.065, 0.074,0.000,0.000,0.000, 0.333, 0.072, 1.510,-0.194, 0.453, 0.341, 0.189,-0.139, 0.287, 0.500, 0.007, 1.585,-0.004, 0.314, 0.628,-0.099,-0.001, 0.000;
0.034,11.822,12.339,8.404,15.757, 0.167,-0.065, 0.074,0.000,0.000,0.000, 0.332, 0.075, 1.518,-0.282, 0.518, 0.207, 0.275,-0.204, 0.421, 0.500, 0.011, 1.592,-0.007, 0.314, 0.628,-0.099,-0.002, 0.000;
0.045,11.958,14.855,8.609,18.203, 0.167,-0.065, 0.074,0.000,0.000,0.000, 0.332, 0.079, 1.525,-0.363, 0.580, 0.082, 0.354,-0.266, 0.546, 0.500, 0.014, 1.599,-0.009, 0.314, 0.628,-0.099,-0.003, 0.000;
0.057,12.056,17.342,8.772,20.626, 0.167,-0.065, 0.074,0.000,0.000,0.000, 0.332, 0.083, 1.532,-0.441, 0.641,-0.040, 0.429,-0.327, 0.669, 0.500, 0.018, 1.607,-0.011, 0.314, 0.628,-0.099,-0.004, 0.000;
0.079,12.142,22.364,8.920,25.585, 0.170,-0.065, 0.076,0.102,0.000,0.051, 0.330, 0.089, 1.545,-0.577, 0.751,-0.259, 0.562,-0.438, 0.888, 0.499, 0.025, 1.620,-0.016, 0.314, 0.628,-0.099,-0.005, 0.000;
0.084,13.471,21.066,10.363,24.175, 0.167,-0.065, 0.074,-0.424,0.000,-0.214, 0.332, 0.091, 1.549,-0.606, 0.724,-0.203, 0.590,-0.410, 0.831, 0.499, 0.026, 1.624,-0.017, 0.314, 0.628,-0.099,-0.005, 0.000;
0.093,15.519,21.190,12.365,24.344, 0.167,-0.065, 0.074,0.000,0.000,0.000, 0.332, 0.094, 1.555,-0.655, 0.676,-0.104, 0.637,-0.363, 0.733, 0.499, 0.029, 1.629,-0.018, 0.314, 0.628,-0.099,-0.006, 0.000;
0.115,15.591,15.811,12.362,19.040, 0.167,-0.065, 0.074,0.000,0.000,0.000, 0.331, 0.101, 1.568,-0.550, 0.563, 0.131, 0.527,-0.250, 0.497, 0.499, 0.036, 1.643,-0.023, 0.313, 0.628,-0.098,-0.007, 0.000;
0.118,15.735,15.897,12.327,19.305, 0.170,-0.065, 0.076,0.670,0.000,0.337, 0.329, 0.102, 1.569,-0.533, 0.546, 0.167, 0.510,-0.233, 0.461, 0.499, 0.037, 1.645,-0.023, 0.313, 0.628,-0.098,-0.007, 0.000;
0.129,15.897,13.311,12.464,16.744, 0.170,-0.065, 0.076,0.000,0.000,0.000, 0.329, 0.105, 1.576,-0.478, 0.489, 0.286, 0.453,-0.176, 0.343, 0.498, 0.041, 1.652,-0.025, 0.313, 0.628,-0.098,-0.008, 0.000;
0.151,16.306,8.485,12.783,12.008, 0.170,-0.065, 0.076,0.000,0.000,0.000, 0.328, 0.112, 1.590,-0.370, 0.378, 0.517, 0.340,-0.066, 0.111, 0.498, 0.047, 1.666,-0.030, 0.313, 0.628,-0.098,-0.009, 0.000;
0.163,16.609,6.495,12.910,10.194, 0.170,-0.065, 0.076,0.000,0.000,0.000, 0.328, 0.116, 1.598,-0.310, 0.318, 0.641, 0.278,-0.006,-0.013, 0.497, 0.051, 1.673,-0.032, 0.313, 0.628,-0.098,-0.010, 0.000;
0.176,13.500,6.894,9.707,10.688, 0.172,-0.065, 0.091,0.174,0.000,1.174, 0.325, 0.120, 1.591,-0.247, 0.382, 0.508, 0.213,-0.070, 0.120, 0.497, 0.055, 1.681,-0.035, 0.312, 0.628,-0.098,-0.011, 0.000;
0.188,14.483,3.685,10.788,7.380, 0.172,-0.062, 0.076,0.000,0.178,-1.201, 0.325, 0.122, 1.613,-0.186, 0.318, 0.639, 0.149,-0.006,-0.011, 0.497, 0.059, 1.689,-0.037, 0.312, 0.628,-0.098,-0.012, 0.000;
0.200,14.726,1.424,10.900,5.250, 0.174,-0.062, 0.076,0.189,0.000,0.000, 0.322, 0.125, 1.621,-0.129, 0.259, 0.760, 0.090, 0.053,-0.132, 0.496, 0.063, 1.697,-0.039, 0.312, 0.628,-0.098,-0.012, 0.000;
0.212,14.424,4.946,10.505,8.865, 0.176,-0.062, 0.091,0.181,0.000,1.221, 0.319, 0.129, 1.614,-0.194, 0.320, 0.630, 0.152,-0.009,-0.002, 0.496, 0.067, 1.704,-0.042, 0.311, 0.628,-0.098,-0.013, 0.000;
0.225,17.330,4.727,13.509,8.547, 0.179,-0.062, 0.106,0.177,0.000,1.189, 0.316, 0.133, 1.607,-0.259, 0.257, 0.492, 0.215, 0.054, 0.137, 0.495, 0.070, 1.712,-0.044, 0.311, 0.628,-0.098,-0.014, 0.000;
0.228,16.818,3.690,13.101,7.407, 0.181,-0.060, 0.091,0.808,0.808,-5.435, 0.314, 0.132, 1.623,-0.246, 0.243, 0.520, 0.201, 0.068, 0.109, 0.495, 0.071, 1.714,-0.045, 0.311, 0.628,-0.098,-0.014, 0.000;
0.249,21.723,4.541,17.952,8.312, 0.183,-0.060, 0.106,0.104,0.000,0.701, 0.311, 0.138, 1.622,-0.358, 0.135, 0.294, 0.309, 0.176, 0.334, 0.494, 0.078, 1.727,-0.049, 0.310, 0.628,-0.097,-0.015, 0.000;
0.262,17.440,4.184,13.815,7.808, 0.185,-0.060, 0.121,0.172,0.000,1.153, 0.308, 0.142, 1.615,-0.294, 0.200, 0.157, 0.243, 0.110, 0.471, 0.493, 0.082, 1.736,-0.052, 0.310, 0.628,-0.097,-0.016, 0.000;
0.273,18.379,1.636,14.856,5.159, 0.187,-0.058, 0.121,0.208,0.208,0.000, 0.305, 0.143, 1.622,-0.242, 0.146, 0.049, 0.189, 0.163, 0.579, 0.493, 0.085, 1.742,-0.054, 0.310, 0.628,-0.097,-0.017, 0.000;
0.285,17.805,5.145,14.337,8.613, 0.192,-0.058, 0.138,0.383,0.000,1.457, 0.300, 0.147, 1.612,-0.303, 0.204,-0.073, 0.247, 0.105, 0.701, 0.492, 0.089, 1.750,-0.056, 0.309, 0.628,-0.097,-0.018, 0.000;
0.295,18.176,1.876,14.805,5.246, 0.194,-0.056, 0.136,0.210,0.210,-0.193, 0.297, 0.148, 1.621,-0.252, 0.150, 0.035, 0.194, 0.158, 0.593, 0.491, 0.092, 1.756,-0.058, 0.309, 0.628,-0.097,-0.018, 0.000;
0.307,20.763,2.692,17.306,6.150, 0.199,-0.054, 0.138,0.395,0.197,0.182, 0.292, 0.149, 1.626,-0.311, 0.093, 0.151, 0.251, 0.215, 0.477, 0.491, 0.096, 1.763,-0.060, 0.308, 0.628,-0.097,-0.019, 0.000;
0.318,17.441,2.298,13.899,5.840, 0.201,-0.054, 0.153,0.198,0.000,1.335, 0.289, 0.153, 1.618,-0.257, 0.150, 0.035, 0.195, 0.158, 0.593, 0.490, 0.099, 1.770,-0.062, 0.308, 0.628,-0.097,-0.020, 0.000;
0.329,20.562,2.700,17.111,6.151, 0.205,-0.051, 0.153,0.406,0.203,0.000, 0.284, 0.154, 1.625,-0.315, 0.095, 0.147, 0.250, 0.213, 0.482, 0.489, 0.103, 1.777,-0.064, 0.307, 0.628,-0.097,-0.020, 0.000;
0.340,19.454,5.328,15.917,8.865, 0.210,-0.051, 0.170,0.405,0.000,1.594, 0.279, 0.157, 1.614,-0.372, 0.150, 0.031, 0.306, 0.157, 0.597, 0.489, 0.106, 1.784,-0.067, 0.307, 0.628,-0.096,-0.021, 0.000;
0.351,19.929,2.025,16.488,5.466, 0.212,-0.049, 0.168,0.204,0.204,-0.235, 0.276, 0.158, 1.624,-0.319, 0.094, 0.142, 0.251, 0.212, 0.486, 0.488, 0.109, 1.791,-0.069, 0.307, 0.628,-0.096,-0.022, 0.000;
0.362,19.420,5.002,15.889,8.533, 0.217,-0.047, 0.168,0.407,0.203,0.000, 0.271, 0.160, 1.630,-0.377, 0.149, 0.255, 0.306, 0.157, 0.374, 0.487, 0.113, 1.798,-0.071, 0.306, 0.628,-0.096,-0.022, 0.000;
0.383,18.435,9.525,14.817,13.143, 0.221,-0.047, 0.185,0.210,0.000,0.835, 0.265, 0.166, 1.626,-0.487, 0.255, 0.034, 0.413, 0.050, 0.595, 0.486, 0.119, 1.811,-0.075, 0.305, 0.628,-0.096,-0.024, 0.000;
0.394,19.073,5.633,15.605,9.101, 0.225,-0.045, 0.185,0.400,0.200,0.000, 0.259, 0.167, 1.633,-0.433, 0.198, 0.149, 0.356, 0.107, 0.479, 0.485, 0.123, 1.818,-0.077, 0.305, 0.628,-0.096,-0.024, 0.000;
0.406,19.451,3.295,15.895,6.851, 0.230,-0.042, 0.185,0.385,0.192,0.000, 0.254, 0.168, 1.640,-0.377, 0.139, 0.270, 0.298, 0.165, 0.359, 0.484, 0.126, 1.826,-0.079, 0.304, 0.628,-0.096,-0.025, 0.000;
0.417,18.696,6.557,15.048,10.205, 0.234,-0.042, 0.200,0.397,0.000,1.339, 0.249, 0.172, 1.632,-0.435, 0.195, 0.155, 0.354, 0.108, 0.473, 0.483, 0.130, 1.833,-0.081, 0.303, 0.628,-0.095,-0.026, 0.000;
0.428,21.344,6.368,17.786,9.926, 0.239,-0.040, 0.200,0.400,0.200,0.000, 0.243, 0.173, 1.639,-0.493, 0.139, 0.268, 0.410, 0.164, 0.361, 0.482, 0.133, 1.840,-0.083, 0.303, 0.628,-0.095,-0.026, 0.000;
0.439,21.275,3.510,17.630,7.155, 0.243,-0.038, 0.200,0.407,0.203,0.000, 0.238, 0.174, 1.646,-0.441, 0.083, 0.380, 0.355, 0.219, 0.249, 0.481, 0.136, 1.847,-0.086, 0.302, 0.628,-0.095,-0.027, 0.000;
0.450,20.478,6.699,16.748,10.430, 0.248,-0.038, 0.215,0.406,0.000,1.360, 0.232, 0.177, 1.638,-0.498, 0.138, 0.265, 0.410, 0.164, 0.363, 0.480, 0.140, 1.854,-0.088, 0.302, 0.628,-0.095,-0.028, 0.000;
0.461,21.092,3.475,17.451,7.116, 0.252,-0.036, 0.215,0.408,0.204,0.000, 0.227, 0.179, 1.645,-0.445, 0.083, 0.155, 0.355, 0.218, 0.473, 0.479, 0.143, 1.860,-0.090, 0.301, 0.628,-0.095,-0.028, 0.000;
0.472,20.320,6.436,16.734,10.022, 0.257,-0.033, 0.215,0.405,0.203,0.000, 0.221, 0.180, 1.652,-0.502, 0.137, 0.268, 0.411, 0.163, 0.361, 0.478, 0.146, 1.867,-0.092, 0.300, 0.628,-0.094,-0.029, 0.000;
0.493,25.301,6.860,21.630,10.532, 0.263,-0.031, 0.219,0.315,0.105,0.156, 0.213, 0.184, 1.662,-0.613, 0.030, 0.482, 0.518, 0.269, 0.146, 0.476, 0.152, 1.881,-0.096, 0.299, 0.628,-0.094,-0.030, 0.000;
0.505,21.598,5.641,17.769,9.470, 0.268,-0.031, 0.219,0.395,0.000,0.000, 0.207, 0.187, 1.669,-0.557, 0.087, 0.597, 0.460, 0.212, 0.031, 0.475, 0.156, 1.888,-0.098, 0.299, 0.628,-0.094,-0.031, 0.000;
0.516,19.598,4.941,15.681,8.858, 0.272,-0.029, 0.219,0.400,0.200,0.000, 0.202, 0.188, 1.676,-0.503, 0.142, 0.710, 0.403, 0.156,-0.082, 0.474, 0.159, 1.895,-0.100, 0.298, 0.628,-0.094,-0.031, 0.000;
0.527,22.692,5.513,18.688,9.517, 0.279,-0.027, 0.222,0.599,0.200,0.305, 0.194, 0.189, 1.680,-0.561, 0.085, 0.597, 0.459, 0.212, 0.031, 0.473, 0.163, 1.902,-0.102, 0.297, 0.628,-0.093,-0.032, 0.000;
0.538,19.324,4.828,15.384,8.768, 0.283,-0.027, 0.234,0.400,0.000,1.045, 0.188, 0.193, 1.675,-0.507, 0.141, 0.480, 0.403, 0.155, 0.149, 0.472, 0.166, 1.909,-0.104, 0.296, 0.628,-0.093,-0.033, 0.000;
0.549,22.309,5.488,18.453,9.343, 0.290,-0.025, 0.237,0.615,0.205,0.334, 0.180, 0.194, 1.678,-0.564, 0.086, 0.367, 0.458, 0.210, 0.262, 0.471, 0.169, 1.916,-0.106, 0.296, 0.628,-0.093,-0.033, 0.000;
0.560,22.317,2.279,18.526,6.070, 0.295,-0.022, 0.219,0.409,0.204,-1.714, 0.175, 0.195, 1.704,-0.512, 0.031, 0.483, 0.403, 0.264, 0.145, 0.469, 0.172, 1.923,-0.108, 0.295, 0.628,-0.093,-0.034, 0.000;
0.571,21.606,5.210,17.687,9.128, 0.301,-0.020, 0.222,0.611,0.204,0.311, 0.167, 0.196, 1.707,-0.569, 0.085, 0.596, 0.459, 0.209, 0.032, 0.468, 0.176, 1.929,-0.110, 0.294, 0.628,-0.092,-0.035, 0.000;
0.582,19.055,4.044,15.057,8.042, 0.306,-0.020, 0.234,0.409,0.000,1.069, 0.161, 0.199, 1.703,-0.516, 0.139, 0.484, 0.404, 0.154, 0.144, 0.467, 0.179, 1.936,-0.112, 0.293, 0.628,-0.092,-0.035, 0.000;
0.603,24.495,4.936,20.579,8.853, 0.312,-0.018, 0.222,0.317,0.106,-0.552, 0.152, 0.203, 1.728,-0.627, 0.032, 0.704, 0.511, 0.260,-0.075, 0.465, 0.185, 1.950,-0.116, 0.292, 0.628,-0.092,-0.036, 0.000;
0.615,20.744,3.670,16.636,7.779, 0.319,-0.016, 0.222,0.574,0.191,0.000, 0.144, 0.204, 1.735,-0.569, 0.090, 0.821, 0.451, 0.201,-0.193, 0.463, 0.188, 1.957,-0.118, 0.291, 0.628,-0.091,-0.037, 0.000;
0.626,18.463,3.175,14.264,7.374, 0.324,-0.016, 0.237,0.381,0.000,1.306, 0.138, 0.207, 1.727,-0.513, 0.148, 0.696, 0.392, 0.142,-0.068, 0.462, 0.192, 1.964,-0.120, 0.290, 0.628,-0.091,-0.038, 0.000;
0.638,21.650,3.894,17.547,7.997, 0.330,-0.013, 0.241,0.574,0.191,0.321, 0.130, 0.208, 1.730,-0.574, 0.089, 0.573, 0.451, 0.200, 0.056, 0.460, 0.195, 1.972,-0.123, 0.289, 0.628,-0.091,-0.039, 0.000;
0.650,20.394,5.996,16.362,10.027, 0.337,-0.011, 0.226,0.567,0.189,-1.314, 0.122, 0.210, 1.753,-0.635, 0.147, 0.694, 0.510, 0.141,-0.066, 0.459, 0.198, 1.979,-0.125, 0.288, 0.628,-0.091,-0.039, 0.000;
0.661,17.665,4.740,13.508,8.898, 0.341,-0.011, 0.241,0.382,0.000,1.328, 0.116, 0.213, 1.745,-0.578, 0.205, 0.571, 0.452, 0.083, 0.057, 0.457, 0.202, 1.986,-0.127, 0.287, 0.628,-0.090,-0.040, 0.000;
0.673,20.753,5.359,16.691,9.421, 0.348,-0.009, 0.241,0.601,0.200,0.000, 0.108, 0.214, 1.752,-0.636, 0.148, 0.457, 0.508, 0.139, 0.172, 0.456, 0.205, 1.993,-0.129, 0.287, 0.628,-0.090,-0.040, 0.000;
0.683,20.742,2.220,16.738,6.224, 0.353,-0.007, 0.226,0.409,0.204,-1.420, 0.102, 0.215, 1.775,-0.584, 0.092, 0.572, 0.453, 0.193, 0.056, 0.455, 0.208, 2.000,-0.131, 0.286, 0.628,-0.090,-0.041, 0.000;
0.694,20.022,5.087,15.897,9.212, 0.359,-0.004, 0.226,0.609,0.203,0.000, 0.094, 0.216, 1.782,-0.641, 0.146, 0.686, 0.508, 0.138,-0.058, 0.453, 0.211, 2.007,-0.133, 0.285, 0.628,-0.089,-0.042, 0.000;
0.706,19.333,7.133,15.121,11.345, 0.366,-0.004, 0.241,0.599,0.000,1.388, 0.086, 0.219, 1.773,-0.699, 0.202, 0.569, 0.564, 0.082, 0.059, 0.452, 0.214, 2.014,-0.135, 0.284, 0.628,-0.089,-0.042, 0.000;
0.717,19.985,3.838,15.865,7.958, 0.371,-0.002, 0.241,0.408,0.204,0.000, 0.080, 0.220, 1.780,-0.646, 0.146, 0.457, 0.509, 0.137, 0.171, 0.450, 0.218, 2.021,-0.137, 0.283, 0.628,-0.089,-0.043, 0.000;
0.738,24.751,5.100,20.687,9.163, 0.377,-0.000, 0.226,0.315,0.105,-0.730, 0.070, 0.224, 1.809,-0.756, 0.038, 0.683, 0.616, 0.243,-0.054, 0.447, 0.224, 2.034,-0.140, 0.281, 0.628,-0.088,-0.044, 0.000;
0.749,20.877,4.100,16.609,8.368, 0.384,-0.000, 0.241,0.576,0.000,1.334, 0.062, 0.227, 1.801,-0.699, 0.096, 0.561, 0.556, 0.184, 0.067, 0.446, 0.227, 2.042,-0.143, 0.280, 0.628,-0.088,-0.045, 0.000;
0.761,18.646,3.347,14.473,7.520, 0.388, 0.002, 0.241,0.382,0.191,0.000, 0.056, 0.228, 1.808,-0.641, 0.154, 0.442, 0.497, 0.125, 0.186, 0.444, 0.230, 2.049,-0.145, 0.279, 0.628,-0.088,-0.045, 0.000;
0.773,19.853,0.258,15.740,4.371, 0.395, 0.004, 0.226,0.547,0.182,-1.268, 0.047, 0.229, 1.831,-0.582, 0.091, 0.572, 0.435, 0.187, 0.056, 0.442, 0.234, 2.057,-0.147, 0.278, 0.628,-0.087,-0.046, 0.000;
0.785,18.902,3.702,14.657,7.947, 0.402, 0.004, 0.245,0.554,0.000,1.602, 0.039, 0.232, 1.819,-0.645, 0.151, 0.447, 0.496, 0.126, 0.182, 0.440, 0.237, 2.064,-0.149, 0.277, 0.628,-0.087,-0.047, 0.000;
0.798,19.670,-0.233,15.529,3.907, 0.406, 0.007, 0.226,0.371,0.185,-1.609, 0.032, 0.234, 1.846,-0.586, 0.090, 0.575, 0.436, 0.186, 0.053, 0.439, 0.240, 2.072,-0.151, 0.276, 0.628,-0.087,-0.047, 0.000;
0.810,18.866,2.975,14.588,7.254, 0.413, 0.009, 0.229,0.555,0.185,0.301, 0.024, 0.235, 1.850,-0.649, 0.149, 0.699, 0.496, 0.126,-0.071, 0.437, 0.244, 2.079,-0.153, 0.274, 0.628,-0.086,-0.048, 0.000;
0.821,18.181,5.055,13.814,9.421, 0.420, 0.009, 0.245,0.572,0.000,1.346, 0.015, 0.238, 1.842,-0.710, 0.207, 0.576, 0.555, 0.067, 0.052, 0.435, 0.247, 2.087,-0.155, 0.273, 0.628,-0.086,-0.049, 0.000;
0.833,18.964,1.207,14.694,5.477, 0.424, 0.011, 0.229,0.370,0.185,-1.306, 0.009, 0.239, 1.865,-0.651, 0.145, 0.701, 0.494, 0.127,-0.073, 0.433, 0.250, 2.094,-0.157, 0.272, 0.628,-0.085,-0.049, 0.000;
0.845,21.601,2.220,17.202,6.619, 0.431, 0.013, 0.229,0.552,0.184,0.000, 0.000, 0.240, 1.873,-0.714, 0.083, 0.824, 0.555, 0.188,-0.196, 0.431, 0.253, 2.102,-0.159, 0.271, 0.628,-0.085,-0.050, 0.000;
0.858,18.006,1.193,13.512,5.686, 0.437, 0.013, 0.233,0.534,0.000,0.299,-0.008, 0.243, 1.877,-0.653, 0.145, 0.696, 0.492, 0.125,-0.068, 0.429, 0.257, 2.110,-0.161, 0.270, 0.628,-0.085,-0.051, 0.000;
0.870,19.206,-1.834,14.785,2.587, 0.442, 0.016, 0.229,0.359,0.180,-0.302,-0.015, 0.244, 1.888,-0.593, 0.081, 0.821, 0.430, 0.187,-0.193, 0.427, 0.260, 2.118,-0.163, 0.268, 0.628,-0.084,-0.051, 0.000;
0.884,18.314,1.638,13.789,6.162, 0.449, 0.018, 0.233,0.511,0.170,0.286,-0.024, 0.246, 1.893,-0.661, 0.145, 0.687, 0.495, 0.122,-0.059, 0.425, 0.264, 2.126,-0.166, 0.267, 0.628,-0.084,-0.052, 0.000;
0.896,15.493,0.057,11.044,4.506, 0.453, 0.018, 0.229,0.366,0.000,-0.307,-0.030, 0.249, 1.904,-0.602, 0.206, 0.809, 0.434, 0.060,-0.181, 0.423, 0.267, 2.134,-0.168, 0.266, 0.628,-0.083,-0.053, 0.000;
0.908,18.955,0.659,14.404,5.210, 0.460, 0.020, 0.233,0.545,0.182,0.305,-0.039, 0.250, 1.908,-0.665, 0.142, 0.684, 0.496, 0.122,-0.055, 0.421, 0.270, 2.141,-0.170, 0.264, 0.628,-0.083,-0.053, 0.000;
0.921,21.111,1.006,16.631,5.486, 0.466, 0.022, 0.233,0.527,0.176,0.000,-0.048, 0.251, 1.916,-0.731, 0.077, 0.555, 0.559, 0.186, 0.073, 0.419, 0.273, 2.149,-0.172, 0.263, 0.628,-0.083,-0.054, 0.000;
0.934,17.233,-0.086,12.818,4.328, 0.471, 0.022, 0.233,0.336,0.000,0.000,-0.055, 0.255, 1.925,-0.666, 0.143, 0.422, 0.492, 0.119, 0.206, 0.416, 0.277, 2.158,-0.174, 0.262, 0.628,-0.082,-0.055, 0.000;
0.947,20.723,0.562,16.375,4.910, 0.478, 0.025, 0.233,0.533,0.178,0.000,-0.064, 0.256, 1.933,-0.731, 0.079, 0.548, 0.555, 0.181, 0.080, 0.414, 0.280, 2.166,-0.176, 0.260, 0.628,-0.082,-0.055, 0.000;
0.959,19.426,2.693,14.982,7.137, 0.484, 0.027, 0.220,0.555,0.185,-1.034,-0.072, 0.257, 1.953,-0.793, 0.138, 0.676, 0.615, 0.121,-0.048, 0.412, 0.283, 2.173,-0.178, 0.259, 0.628,-0.081,-0.056, 0.000;
0.962,18.776,1.849,14.208,6.418, 0.489, 0.027, 0.233,1.559,0.000,4.360,-0.077, 0.257, 1.942,-0.779, 0.152, 0.647, 0.601, 0.107,-0.019, 0.411, 0.284, 2.175,-0.178, 0.259, 0.628,-0.081,-0.056, 0.000;
0.983,23.899,2.706,19.372,7.234, 0.496, 0.029, 0.220,0.310,0.103,-0.578,-0.088, 0.261, 1.968,-0.892, 0.041, 0.870, 0.710, 0.215,-0.242, 0.408, 0.290, 2.189,-0.182, 0.256, 0.628,-0.080,-0.057, 0.000;
0.995,19.898,1.269,15.173,5.993, 0.500, 0.031, 0.217,0.361,0.180,-0.293,-0.095, 0.261, 1.979,-0.829, 0.102, 0.995, 0.645, 0.153,-0.367, 0.405, 0.293, 2.196,-0.184, 0.255, 0.628,-0.080,-0.058, 0.000;
1.008,17.489,0.811,12.661,5.639, 0.507, 0.031, 0.237,0.536,0.000,1.598,-0.104, 0.265, 1.967,-0.767, 0.164, 0.858, 0.581, 0.090,-0.230, 0.403, 0.296, 2.204,-0.186, 0.253, 0.628,-0.080,-0.058, 0.000;
1.011,18.183,-0.117,13.468,4.598, 0.511, 0.033, 0.233,1.292,0.646,-1.120,-0.109, 0.263, 1.973,-0.750, 0.146, 0.821, 0.563, 0.107,-0.193, 0.402, 0.297, 2.206,-0.186, 0.253, 0.628,-0.079,-0.059, 0.000;
1.023,20.565,0.635,15.861,5.340, 0.518, 0.033, 0.237,0.604,0.000,0.349,-0.118, 0.266, 1.976,-0.807, 0.089, 0.703, 0.619, 0.162,-0.074, 0.400, 0.300, 2.213,-0.188, 0.252, 0.628,-0.079,-0.059, 0.000;
1.045,21.100,-4.891,16.464,-0.255, 0.522, 0.036, 0.233,0.203,0.101,-0.176,-0.126, 0.269, 1.994,-0.700,-0.024, 0.475, 0.508, 0.273, 0.153, 0.396, 0.305, 2.227,-0.192, 0.249, 0.628,-0.078,-0.060, 0.000;
1.048,19.871,-4.426,15.342,0.103, 0.529, 0.038, 0.220,1.918,0.639,-3.577,-0.134, 0.268, 2.009,-0.682,-0.006, 0.512, 0.490, 0.255, 0.116, 0.395, 0.306, 2.229,-0.192, 0.248, 0.628,-0.078,-0.060, 0.000;
1.059,17.436,-4.876,12.853,-0.293, 0.533, 0.038, 0.237,0.410,0.000,1.503,-0.140, 0.271, 1.999,-0.630, 0.047, 0.401, 0.436, 0.200, 0.227, 0.393, 0.309, 2.236,-0.194, 0.247, 0.628,-0.078,-0.061, 0.000;
1.081,16.679,0.146,12.187,4.638, 0.540, 0.040, 0.237,0.306,0.102,0.000,-0.151, 0.274, 2.013,-0.743, 0.154, 0.620, 0.546, 0.090, 0.008, 0.389, 0.314, 2.250,-0.197, 0.244, 0.628,-0.077,-0.062, 0.000;
1.085,16.002,-1.759,11.341,2.902, 0.547, 0.042, 0.224,1.700,0.567,-3.203,-0.159, 0.273, 2.028,-0.724, 0.174, 0.662, 0.526, 0.070,-0.034, 0.388, 0.315, 2.252,-0.198, 0.244, 0.628,-0.077,-0.062, 0.000;
1.096,13.430,-2.334,8.711,2.386, 0.551, 0.042, 0.241,0.390,0.000,1.451,-0.165, 0.275, 2.019,-0.668, 0.229, 0.546, 0.468, 0.013, 0.082, 0.386, 0.318, 2.260,-0.200, 0.243, 0.628,-0.076,-0.063, 0.000;
1.108,16.592,-1.941,11.966,2.685, 0.558, 0.045, 0.224,0.578,0.193,-1.433,-0.174, 0.276, 2.043,-0.728, 0.170, 0.670, 0.526, 0.072,-0.042, 0.384, 0.321, 2.267,-0.201, 0.241, 0.628,-0.076,-0.063, 0.000;
1.130,10.762,-3.426,6.007,1.329, 0.562, 0.045, 0.241,0.199,0.000,0.741,-0.183, 0.281, 2.040,-0.618, 0.279, 0.440, 0.413,-0.041, 0.189, 0.379, 0.326, 2.281,-0.205, 0.238, 0.628,-0.075,-0.064, 0.000;
1.142,12.420,-6.178,7.817,-1.575, 0.567, 0.047, 0.237,0.378,0.189,-0.339,-0.190, 0.282, 2.051,-0.560, 0.218, 0.560, 0.353, 0.019, 0.068, 0.377, 0.329, 2.288,-0.207, 0.237, 0.628,-0.074,-0.065, 0.000;
1.154,14.895,-5.119,10.191,-0.414, 0.574, 0.047, 0.241,0.580,0.000,0.346,-0.199, 0.285, 2.055,-0.620, 0.159, 0.445, 0.411, 0.077, 0.184, 0.374, 0.331, 2.296,-0.208, 0.235, 0.628,-0.074,-0.065, 0.000;
1.166,14.919,-8.380,10.281,-3.743, 0.578, 0.049, 0.241,0.356,0.178,0.000,-0.206, 0.285, 2.063,-0.559, 0.094, 0.571, 0.349, 0.140, 0.058, 0.372, 0.334, 2.303,-0.210, 0.234, 0.628,-0.073,-0.066, 0.000;
1.178,17.435,-7.491,12.701,-2.756, 0.585, 0.051, 0.228,0.553,0.184,-1.053,-0.216, 0.286, 2.083,-0.622, 0.032, 0.699, 0.410, 0.200,-0.070, 0.369, 0.337, 2.311,-0.212, 0.232, 0.628,-0.073,-0.067, 0.000;
1.190,14.036,-8.423,9.177,-3.564, 0.589, 0.051, 0.241,0.371,0.000,1.058,-0.223, 0.289, 2.078,-0.563, 0.091, 0.576, 0.349, 0.139, 0.053, 0.367, 0.340, 2.319,-0.214, 0.230, 0.628,-0.072,-0.067, 0.000;
1.202,17.267,-8.008,12.498,-3.238, 0.594, 0.054, 0.224,0.364,0.182,-1.354,-0.230, 0.289, 2.102,-0.626, 0.028, 0.706, 0.411, 0.201,-0.078, 0.364, 0.343, 2.326,-0.215, 0.229, 0.628,-0.072,-0.068, 0.000;
1.214,16.017,-5.645,11.112,-0.741, 0.600, 0.056, 0.228,0.574,0.191,0.331,-0.239, 0.290, 2.106,-0.687, 0.085, 0.825, 0.470, 0.142,-0.196, 0.361, 0.346, 2.334,-0.217, 0.227, 0.628,-0.071,-0.068, 0.000;
