0.000,0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000;
0.012,10.902,-0.333,5.898,4.671,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.618, 0.072, 1.603;
0.023,10.947,-0.464,5.905,4.577,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.618, 0.081, 1.622;
0.036,10.993,-0.604,5.911,4.477,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.618, 0.091, 1.642;
0.048,11.033,-0.736,5.914,4.383,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.617, 0.100, 1.660;
0.059,11.072,-0.869,5.916,4.288,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.616, 0.109, 1.679;
0.075,11.119,-1.040,5.914,4.166,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.615, 0.121, 1.702;
0.087,11.154,-1.175,5.910,4.068,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.614, 0.130, 1.721;
0.098,11.186,-1.308,5.904,3.973,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.612, 0.139, 1.740;
0.110,11.215,-1.439,5.897,3.879,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.611, 0.148, 1.758;
0.121,11.242,-1.570,5.887,3.785,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.609, 0.157, 1.776;
0.133,11.267,-1.702,5.875,3.690,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.607, 0.166, 1.794;
0.144,11.289,-1.830,5.861,3.598,-0.118,-0.062,-0.014,0.000,0.000,0.000, 0.606, 0.175, 1.812;
0.156,15.790,2.385,10.324,7.851,-0.116,-0.062,-0.014,0.188,0.000,0.000, 0.601, 0.184, 1.831;
0.167,11.300,-2.120,5.798,3.381,-0.116,-0.062,-0.014,0.000,0.000,0.000, 0.599, 0.192, 1.848;
0.178,11.316,-2.245,5.779,3.291,-0.116,-0.062,-0.014,0.000,0.000,0.000, 0.597, 0.201, 1.865;
0.190,15.926,2.390,10.398,7.917,-0.114,-0.062, 0.000,0.197,0.000,1.277, 0.592, 0.209, 1.869;
0.201,20.551,-2.659,14.941,2.950,-0.112,-0.060,-0.014,0.197,0.197,-1.276, 0.587, 0.216, 1.901;
0.223,13.673,-0.211,8.040,5.422,-0.109,-0.060, 0.000,0.104,0.000,0.673, 0.579, 0.232, 1.920;
0.238,11.209,-2.692,5.572,2.945,-0.109,-0.060, 0.014,0.000,0.000,0.930, 0.575, 0.243, 1.930;
0.245,25.798,-2.901,20.092,2.805,-0.107,-0.058, 0.000,0.309,0.309,-2.007, 0.570, 0.246, 1.956;
0.257,19.927,6.106,14.230,11.803,-0.103,-0.058, 0.015,0.378,0.000,1.247, 0.562, 0.255, 1.960;
0.269,20.100,-2.965,14.365,2.770,-0.100,-0.056, 0.015,0.191,0.191,0.000, 0.557, 0.261, 1.978;
0.281,15.380,1.506,9.653,7.233,-0.098,-0.056, 0.029,0.190,0.000,1.217, 0.550, 0.269, 1.982;
0.292,19.849,-2.998,14.084,2.767,-0.096,-0.054, 0.029,0.188,0.188,0.000, 0.544, 0.275, 2.001;
0.305,19.081,5.636,13.324,11.393,-0.092,-0.054, 0.044,0.363,0.000,1.229, 0.535, 0.284, 2.005;
0.317,19.258,-3.091,13.459,2.708,-0.089,-0.051, 0.043,0.179,0.179,-0.051, 0.529, 0.290, 2.026;
0.329,19.292,6.091,13.504,11.879,-0.085,-0.051, 0.059,0.384,0.000,1.317, 0.520, 0.298, 2.028;
0.340,19.998,-3.087,14.173,2.737,-0.083,-0.049, 0.059,0.197,0.197,0.000, 0.513, 0.304, 2.046;
0.352,23.828,1.848,18.012,7.663,-0.078,-0.047, 0.073,0.384,0.192,1.258, 0.504, 0.309, 2.050;
0.363,14.958,1.552,9.149,7.360,-0.076,-0.047, 0.087,0.205,0.000,1.225, 0.497, 0.317, 2.054;
0.374,24.223,2.138,18.383,7.978,-0.071,-0.045, 0.088,0.402,0.201,0.114, 0.488, 0.322, 2.070;
0.385,18.973,6.644,13.143,12.474,-0.067,-0.045, 0.103,0.407,0.000,1.327, 0.478, 0.329, 2.073;
0.396,19.933,-3.032,14.068,2.832,-0.065,-0.042, 0.103,0.204,0.204,0.000, 0.471, 0.334, 2.090;
