0.000,0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000;
0.012,-1.333,-1.176,-1.333,-1.176,-0.174,-0.042,-0.043,0.000,0.000,0.000, 0.674, 0.052, 1.633,-0.015, 0.785, 1.571, 0.000, 0.000, 0.000;
0.024,-1.371,-1.132,-1.371,-1.132,-0.174,-0.042,-0.057,0.000,0.000,-1.185, 0.674, 0.062, 1.666,-0.030, 0.785, 1.571, 0.000, 0.000, 0.000;
0.036,-1.376,-1.126,-1.376,-1.126,-0.174,-0.042,-0.043,0.000,0.000,1.202, 0.673, 0.071, 1.671,-0.045, 0.784, 1.571, 0.000, 0.000, 0.000;
0.048,-1.396,-1.101,-1.396,-1.101,-0.174,-0.042,-0.043,0.000,0.000,0.000, 0.673, 0.080, 1.688,-0.059, 0.783, 1.571, 0.000, 0.000, 0.000;
0.059,-1.415,-1.076,-1.415,-1.076,-0.174,-0.042,-0.043,0.000,0.000,0.000, 0.672, 0.089, 1.706,-0.073, 0.782, 1.571, 0.000, 0.000, 0.000;
0.071,-1.435,-1.049,-1.435,-1.049,-0.174,-0.042,-0.043,0.000,0.000,-0.053, 0.671, 0.098, 1.725,-0.087, 0.781, 1.571, 0.000, 0.000, 0.000;
0.082,-1.453,-1.025,-1.453,-1.025,-0.174,-0.042,-0.043,0.000,0.000,0.057, 0.670, 0.106, 1.742,-0.100, 0.779, 1.571, 0.000, 0.000, 0.000;
0.093,-1.471,-0.999,-1.471,-0.999,-0.174,-0.042,-0.043,0.000,0.000,0.000, 0.669, 0.115, 1.760,-0.114, 0.777, 1.571, 0.000, 0.000, 0.000;
0.104,-1.488,-0.973,-1.488,-0.973,-0.174,-0.042,-0.043,0.000,0.000,0.000, 0.667, 0.124, 1.777,-0.128, 0.775, 1.571, 0.000, 0.000, 0.000;
0.115,-1.505,-0.946,-1.505,-0.946,-0.174,-0.042,-0.043,0.000,0.000,-0.056, 0.666, 0.132, 1.795,-0.141, 0.773, 1.571, 0.000, 0.000, 0.000;
0.136,-1.548,-0.874,-1.548,-0.874,-0.174,-0.042,-0.057,0.000,0.000,-0.641, 0.663, 0.149, 1.842,-0.167, 0.767, 1.571, 0.000, 0.000, 0.000;
0.148,-1.552,-0.867,-1.552,-0.867,-0.174,-0.042,-0.043,0.000,0.000,1.173, 0.661, 0.158, 1.847,-0.181, 0.764, 1.571, 0.000, 0.000, 0.000;
0.160,-1.579,-0.817,-1.579,-0.817,-0.174,-0.042,-0.057,0.000,0.000,-1.174, 0.658, 0.166, 1.879,-0.195, 0.761, 1.571, 0.000, 0.000, 0.000;
0.171,-1.583,-0.810,-1.583,-0.810,-0.174,-0.042,-0.043,0.000,0.000,1.176, 0.656, 0.175, 1.883,-0.209, 0.757, 1.571, 0.000, 0.000, 0.000;
0.184,-1.598,-0.779,-1.598,-0.779,-0.174,-0.042,-0.043,0.000,0.000,0.049, 0.653, 0.185, 1.902,-0.224, 0.753, 1.571, 0.000, 0.000, 0.000;
0.196,-1.612,-0.750,-1.612,-0.750,-0.174,-0.042,-0.043,0.000,0.000,0.000, 0.651, 0.194, 1.921,-0.238, 0.749, 1.571, 0.000, 0.000, 0.000;
0.208,-1.626,-0.719,-1.626,-0.719,-0.174,-0.042,-0.043,0.000,0.000,0.000, 0.648, 0.203, 1.940,-0.252, 0.744, 1.571, 0.000, 0.000, 0.000;
0.219,-1.648,-0.666,-1.648,-0.666,-0.174,-0.042,-0.057,0.000,0.000,-1.209, 0.645, 0.211, 1.972,-0.265, 0.739, 1.571, 0.000, 0.000, 0.000;
0.231,-1.651,-0.659,-1.651,-0.659,-0.174,-0.042,-0.043,0.000,0.000,1.234, 0.642, 0.220, 1.976,-0.279, 0.734, 1.571, 0.000, 0.000, 0.000;
0.243,-1.663,-0.627,-1.663,-0.627,-0.174,-0.042,-0.043,0.000,0.000,0.000, 0.638, 0.229, 1.995,-0.293, 0.729, 1.571, 0.000, 0.000, 0.000;
0.255,-1.675,-0.595,-1.675,-0.595,-0.174,-0.042,-0.043,0.000,0.000,-0.052, 0.635, 0.237, 2.015,-0.306, 0.723, 1.571, 0.000, 0.000, 0.000;
0.267,-1.685,-0.566,-1.685,-0.566,-0.174,-0.042,-0.043,0.000,0.000,0.053, 0.631, 0.246, 2.032,-0.319, 0.718, 1.571, 0.000, 0.000, 0.000;
0.278,-1.696,-0.534,-1.696,-0.534,-0.174,-0.042,-0.043,0.000,0.000,-0.055, 0.627, 0.254, 2.051,-0.332, 0.712, 1.571, 0.000, 0.000, 0.000;
0.290,-1.705,-0.505,-1.705,-0.505,-0.174,-0.042,-0.043,0.000,0.000,0.054, 0.623, 0.262, 2.068,-0.345, 0.706, 1.571, 0.000, 0.000, 0.000;
0.301,-1.714,-0.472,-1.714,-0.472,-0.174,-0.042,-0.043,0.000,0.000,-0.053, 0.619, 0.270, 2.087,-0.358, 0.699, 1.571, 0.000, 0.000, 0.000;
0.312,-1.722,-0.443,-1.722,-0.443,-0.174,-0.042,-0.043,0.000,0.000,0.055, 0.615, 0.278, 2.104,-0.370, 0.693, 1.571, 0.000, 0.000, 0.000;
0.324,-1.730,-0.411,-1.730,-0.411,-0.174,-0.042,-0.043,0.000,0.000,-0.055, 0.611, 0.286, 2.123,-0.382, 0.686, 1.571, 0.000, 0.000, 0.000;
