0.000,0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000,0.000,0.000,0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000;
0.006,-2.457,-2.083,-2.503,-2.037,427.000,179.000,-2.345,0.000,0.000,0.000,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.027,-2.457,-2.083,-2.503,-2.037,427.000,179.000,-2.345,0.000,0.000,0.000,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.039,-2.458,-2.082,-2.502,-2.038,427.000,179.000,-2.333,0.000,0.000,0.968,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.044,-2.457,-2.083,-2.503,-2.037,427.000,179.000,-2.333,0.000,0.000,0.000,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.052,-2.457,-2.083,-2.503,-2.037,427.000,179.000,-2.333,0.000,0.000,0.000,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.059,-2.455,-2.085,-2.505,-2.035,427.000,179.000,-2.345,0.000,0.000,-1.535,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.067,-2.457,-2.083,-2.503,-2.037,427.000,179.000,-2.345,0.000,0.000,0.000,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.073,-2.635,-1.905,-2.674,-1.866,427.000,178.000,-2.322,0.000,-164.816,3.702,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.079,-2.281,-2.259,-2.332,-2.208,427.000,179.000,-2.333,0.000,173.312,-1.902,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.086,-2.455,-2.085,-2.505,-2.035,427.000,179.000,-2.345,0.000,0.000,-1.728,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.092,-2.457,-2.083,-2.503,-2.037,427.000,179.000,-2.345,0.000,0.000,0.000,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.099,-2.457,-2.083,-2.503,-2.037,427.000,179.000,-2.345,0.000,0.000,0.000,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
0.106,-2.457,-2.083,-2.503,-2.037,427.000,179.000,-2.345,0.000,0.000,0.000,200.000,200.000, 0.000, 0.000, 0.000, 0.000;
